sample_id,task,target_dialect,dialect_text,standard_text,source_text,hypothesis,label,domain,split
MCQA_0144_3,MCQA,PNB,"Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chị và em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Chị hái lá cho thỏ, em thì chăm đàn ngan.",C,Daily Conversation,train
MCQA_0144_3,MCQA,PNT2,"Khi mẹ đi vắng, hai chị em đạ mần những việc chi?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Chị hái lá cho thỏ, em thì chăm đàn ngan.",C,Daily Conversation,train
MCQA_0144_3,MCQA,PNT3,"Khi mẹ đi vắng, hai chị em đã làm chi?
A. Hai chị em giúp bọ nấu cơm.
B. Hai chị em giúp bọ nấu cơm với chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi với em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Khi mẹ đi vắng, hai chị em đã làm những việc gì?
A. Hai chị em giúp bố nấu cơm.
B. Hai chị em giúp bố nấu cơm và chăm đàn ngan.
C. Chị hái lá cho thỏ, em thì chăm đàn ngan.
D. Chi và em ra vườn chăm cây cối.","Chị hái lá cho thỏ, em thì chăm đàn ngan.",C,Daily Conversation,train
MCQA_0127_0,MCQA,PNB,"Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.",Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.,C,Daily Conversation,train
MCQA_0127_0,MCQA,PNT2,"Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm chi?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.",Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.,C,Daily Conversation,train
MCQA_0127_0,MCQA,PNT3,"Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã mần chi?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh với thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách với nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.","Để giảm bớt sự căng thẳng, mệt mỏi trong học tập, bạn nhỏ trong bài văn đã làm gì?
A. Đi chơi công viên.
B. Đi cắm trại.
C. Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.
D. Ở nhà đọc sách và nghỉ ngơi.",Lên núi ngắm cảnh và thưởng thức hoa quả của rừng.,C,Daily Conversation,train
MCQA_0039_4,MCQA,PNB,"Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.",Tai họa! Nấp mau!.,D,Daily Conversation,train
MCQA_0039_4,MCQA,PNT2,"Khi gà mệ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là chi?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Nỏ có chi nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.",Tai họa! Nấp mau!.,D,Daily Conversation,train
MCQA_0039_4,MCQA,PNT3,"Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có nghĩa là răng?
A. Lại đây mau mấy đứa, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có chi nguy hiểm. Mấy đứa kiếm mồi đi!.
D. Nguy hiểm! Trốn mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.","Khi gà mẹ xù lông, miệng kêu liên tục gấp gáp ""roóc roóc"", có ý nghĩa là gì?
A. Lại đây mau các con, mồi ngon lắm!.
B. Chào mừng con đến với thế giới!.
C. Không có gì nguy hiểm. Các con kiếm mồi đi!.
D. Tai họa! Nấp mau!.",Tai họa! Nấp mau!.,D,Daily Conversation,train
MCQA_0037_2,MCQA,PNB,"Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Chuyển máy cho mẹ, quay lại bàn học.",B,Daily Conversation,train
MCQA_0037_2,MCQA,PNT2,"Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nha?"", Tường đạ mần chi?
A. Tường nỏ chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Chuyển máy cho mẹ, quay lại bàn học.",B,Daily Conversation,train
MCQA_0037_2,MCQA,PNT3,"Sau câu nói của bọ: ""Con chuyển máy cho mẹ nghe?"", Tường đã mần cấy chi?
A. Tường nọ chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ rồi đứng cạnh để nghe.
D. Tường nói chào bọ.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Sau câu nói của ông bố: ""Con chuyển máy cho mẹ nhé?"", Tường đã làm gì?
A. Tường không chuyển máy cho mẹ.
B. Chuyển máy cho mẹ, quay lại bàn học.
C. Chuyển máy cho mẹ và đứng cạnh để nghe.
D. Tường nói chào bố.","Chuyển máy cho mẹ, quay lại bàn học.",B,Daily Conversation,train
MCQA_0142_1,MCQA,PNB,"Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.",B,Daily Conversation,train
MCQA_0142_1,MCQA,PNT2,"Những câu văn mô cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vô ngực, một ánh sáng từ chỗ nớ tỏa bừng trên gương mặt cô.
C. Cô bé đi vô trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.",B,Daily Conversation,train
MCQA_0142_1,MCQA,PNT3,"Những câu văn nớ cho thấy tình yêu của cô bé với vẻ đẹp của hoa?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vô ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vô trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Những câu văn nào cho thấy tình yêu của cô bé với vẻ đẹp của hoa ?
A. Cô bé âu yếm áp nụ cười của mình lên những nụ hoa đào.
B. Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.
C. Cô bé đi vào trong vườn hoa.
D. Cô bé quay lưng bỏ đi khi nhìn thấy những bông hoa.","Cô bé áp bông hồng vào ngực, một ánh sáng từ đó tỏa bừng trên gương mặt cô.",B,Daily Conversation,train
MCQA_0030_1,MCQA,PNB,"Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.",D,Daily Conversation,train
MCQA_0030_1,MCQA,PNT2,"Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều chi?
A. Sắp có núi lửa, kêu hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, kêu hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, kêu hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.",D,Daily Conversation,train
MCQA_0030_1,MCQA,PNT3,"Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều chi?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Dúi đã van xin tha mạng và sẽ nói cho hai vợ chồng về điều gì?
A. Sắp có núi lửa, bảo hai vợ chồng hãy chạy về đồng bằng.
B. Sắp có động đất, bảo hai vợ chồng hãy rời khỏi núi.
C. Sắp có hạn hán, bảo hai vợ chồng hãy tích trữ nước.
D. Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.","Sắp có mưa và ngập lụt, nên chuẩn bị thức ăn.",D,Daily Conversation,train
MCQA_0069_1,MCQA,PNB,"Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời âm u.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi mặt trời xuống núi, bóng tối lan dần.",D,Daily Conversation,train
MCQA_0069_1,MCQA,PNT2,"Khi mô anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi mặt trời xuống núi, bóng tối lan dần.",D,Daily Conversation,train
MCQA_0069_1,MCQA,PNT3,"Khi mô anh Đóm lên đèn đi gác?
A. Khi mặt trời ngoi lên, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi nào anh Đóm lên đèn đi gác?
A. Khi mặt trời ló rạng, nắng hồng rực sáng.
B. Khi mặt trời rực rỡ, ánh nắng chói chang.
C. Khi mặt trời bị mây che khuất, trời sầm sì.
D. Khi mặt trời xuống núi, bóng tối lan dần.","Khi mặt trời xuống núi, bóng tối lan dần.",D,Daily Conversation,train
MCQA_0152_3,MCQA,PNB,"Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.",A,Daily Conversation,train
MCQA_0152_3,MCQA,PNT2,"Câu “Tui mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói chi?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để nỏ chộ cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.",A,Daily Conversation,train
MCQA_0152_3,MCQA,PNT3,"Câu “Tau trông mềng hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mềng lên.” ý nói chi?
A. Mệ trông mềng có được một cái nhìn trẻ thơ, nỏ định kiến, bao dung như Cai-li.
B. Mệ trông mềng thấp bé để nỏ chộ kì trốc cạo trọc của cu thiếu niên.
C. Mệ trông mềng trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Câu “Tôi mong mình hạ xuống ngang tầm của Cai-li và nâng tầm nhìn của mình lên.” ý nói gì?
A. Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.
B. Bà mong mình thấp bé để không thấy cái đầu cạo trọc của cậu thiếu niên.
C. Bà mong mình trở lại tuổi thơ để có dịp giúp mọi người nhiều hơn.
D. Bà mong Cai-li lớn lên sẽ biết nhìn người khác cẩn thận hơn.","Bà mong mình có được một cái nhìn trẻ thơ, không định kiến, bao dung như Cai-li.",A,Daily Conversation,train
MCQA_0147_4,MCQA,PNB,"Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.",Khổ 6.,D,Daily Conversation,train
MCQA_0147_4,MCQA,PNT2,"Khổ thơ mô trong bài có cấu trúc đặc biệt so với mấy khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.",Khổ 6.,D,Daily Conversation,train
MCQA_0147_4,MCQA,PNT3,"Khổ thơ mô trong bài có cấu trúc đặc biệt so với mấy khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.","Khổ thơ nào trong bài có cấu trúc đặc biệt so với những khổ thơ khác?
A. Khổ 1.
B. Khổ 3.
C. Khổ 5.
D. Khổ 6.",Khổ 6.,D,Daily Conversation,train
